id,num_sold
261163,1198
261164,1257
261165,96
261166,939
261167,788
261168,404
261169,461
261170,232
261171,1503
261172,1252
261173,832
261174,927
261175,304
261176,1722
261177,1381
261178,968
261179,1023
261180,591
261181,839
261182,675
261183,380
261184,369
261185,232
261186,1307
261187,1069
261188,771
261189,842
261190,248
261191,1480
261192,1204
261193,878
261194,938
261195,80
261196,835
261197,657
261198,328
261199,339
261200,198
261201,1301
261202,1054
261203,760
261204,841
261205,234
261206,1487
261207,1192
261208,858
261209,944
261210,66
261211,626
261212,385
261213,227
261214,223
261215,145
261216,1008
261217,865
261218,500
261219,574
261220,172
261221,1103
261222,979
261223,658
261224,771
261225,597
261226,18
261227,12
261228,8
261229,7
261230,6
261231,39
261232,30
261233,16
261234,18
261235,6
261236,42
261237,35
261238,19
261239,23
261240,192
261241,1136
261242,986
261243,673
261244,772
261245,348
261246,2010
261247,1620
261248,1072
261249,1093
261250,468
261251,2264
261252,1878
261253,1193
261254,1275
261255,95
261256,930
261257,757
261258,398
261259,427
261260,230
261261,1516
261262,1253
261263,826
261264,921
261265,287
261266,1744
261267,1389
261268,967
261269,1018
261270,592
261271,832
261272,670
261273,369
261274,353
261275,230
261276,1291
261277,1065
261278,764
261279,835
261280,245
261281,1459
261282,1192
261283,867
261284,929
261285,80
261286,824
261287,638
261288,314
261289,316
261290,196
261291,1292
261292,1053
261293,745
261294,826
261295,231
261296,1472
261297,1188
261298,848
261299,927
261300,67
261301,613
261302,380
261303,223
261304,222
261305,144
261306,1004
261307,846
261308,490
261309,538
261310,170
261311,1101
261312,968
261313,645
261314,732
261315,597
261316,18
261317,12
261318,8
261319,7
261320,6
261321,38
261322,28
261323,16
261324,17
261325,6
261326,41
261327,35
261328,19
261329,21
261330,186
261331,1131
261332,982
261333,668
261334,745
261335,340
261336,1994
261337,1614
261338,1069
261339,1089
261340,438
261341,2237
261342,1857
261343,1179
261344,1265
261345,95
261346,918
261347,738
261348,380
261349,403
261350,229
261351,1505
261352,1245
261353,811
261354,903
261355,267
261356,1721
261357,1378
261358,959
261359,1012
261360,594
261361,819
261362,652
261363,370
261364,358
261365,231
261366,1292
261367,1065
261368,751
261369,822
261370,247
261371,1457
261372,1186
261373,855
261374,922
261375,80
261376,821
261377,626
261378,311
261379,321
261380,199
261381,1293
261382,1053
261383,740
261384,818
261385,233
261386,1468
261387,1186
261388,843
261389,919
261390,66
261391,606
261392,378
261393,223
261394,223
261395,145
261396,999
261397,842
261398,485
261399,543
261400,172
261401,1096
261402,959
261403,635
261404,722
261405,597
261406,18
261407,13
261408,8
261409,7
261410,6
261411,38
261412,30
261413,16
261414,17
261415,6
261416,41
261417,35
261418,20
261419,22
261420,188
261421,1134
261422,982
261423,662
261424,741
261425,339
261426,1995
261427,1627
261428,1062
261429,1090
261430,429
261431,2234
261432,1861
261433,1170
261434,1248
261435,96
261436,917
261437,741
261438,366
261439,402
261440,230
261441,1504
261442,1248
261443,802
261444,895
261445,271
261446,1718
261447,1375
261448,953
261449,1007
261450,596
261451,871
261452,715
261453,409
261454,414
261455,239
261456,1335
261457,1090
261458,783
261459,857
261460,286
261461,1507
261462,1237
261463,888
261464,955
261465,83
261466,871
261467,688
261468,350
261469,389
261470,209
261471,1330
261472,1079
261473,774
261474,859
261475,244
261476,1512
261477,1230
261478,880
261479,956
261480,67
261481,648
261482,406
261483,229
261484,229
261485,148
261486,1022
261487,878
261488,535
261489,613
261490,180
261491,1133
261492,990
261493,692
261494,792
261495,598
261496,19
261497,13
261498,8
261499,8
261500,6
261501,39
261502,31
261503,17
261504,18
261505,6
261506,42
261507,36
261508,22
261509,25
261510,201
261511,1165
261512,1007
261513,716
261514,803
261515,361
261516,2056
261517,1679
261518,1085
261519,1119
261520,507
261521,2294
261522,1917
261523,1210
261524,1288
261525,100
261526,962
261527,804
261528,409
261529,472
261530,238
261531,1555
261532,1278
261533,842
261534,940
261535,329
261536,1770
261537,1418
261538,984
261539,1039
261540,596
261541,938
261542,785
261543,457
261544,485
261545,247
261546,1418
261547,1170
261548,857
261549,911
261550,335
261551,1634
261552,1332
261553,967
261554,997
261555,92
261556,942
261557,777
261558,390
261559,448
261560,230
261561,1420
261562,1167
261563,843
261564,909
261565,296
261566,1629
261567,1325
261568,957
261569,987
261570,68
261571,704
261572,475
261573,249
261574,251
261575,168
261576,1087
261577,943
261578,611
261579,710
261580,201
261581,1273
261582,1040
261583,774
261584,846
261585,599
261586,20
261587,15
261588,8
261589,8
261590,6
261591,42
261592,35
261593,18
261594,21
261595,6
261596,44
261597,39
261598,24
261599,26
261600,214
261601,1248
261602,1054
261603,798
261604,839
261605,457
261606,2190
261607,1821
261608,1169
261609,1204
261610,648
261611,2467
261612,2068
261613,1329
261614,1404
261615,106
261616,1022
261617,857
261618,464
261619,517
261620,260
261621,1665
261622,1340
261623,928
261624,979
261625,372
261626,1907
261627,1539
261628,1067
261629,1105
261630,597
261631,984
261632,846
261633,533
261634,544
261635,287
261636,1515
261637,1272
261638,913
261639,963
261640,406
261641,1725
261642,1401
261643,1018
261644,1042
261645,98
261646,982
261647,832
261648,446
261649,519
261650,240
261651,1519
261652,1261
261653,897
261654,958
261655,341
261656,1724
261657,1398
261658,1004
261659,1035
261660,70
261661,792
261662,571
261663,269
261664,293
261665,179
261666,1160
261667,996
261668,702
261669,809
261670,216
261671,1364
261672,1090
261673,836
261674,890
261675,599
261676,25
261677,17
261678,9
261679,9
261680,6
261681,42
261682,37
261683,21
261684,25
261685,6
261686,44
261687,41
261688,27
261689,30
261690,237
261691,1346
261692,1104
261693,845
261694,872
261695,553
261696,2309
261697,1932
261698,1263
261699,1304
261700,753
261701,2602
261702,2167
261703,1389
261704,1480
261705,110
261706,1081
261707,924
261708,533
261709,604
261710,316
261711,1780
261712,1435
261713,1000
261714,1041
261715,442
261716,2026
261717,1638
261718,1140
261719,1181
261720,594
261721,869
261722,713
261723,394
261724,403
261725,236
261726,1309
261727,1079
261728,793
261729,856
261730,260
261731,1481
261732,1222
261733,890
261734,950
261735,81
261736,862
261737,698
261738,342
261739,395
261740,204
261741,1305
261742,1067
261743,779
261744,860
261745,239
261746,1485
261747,1211
261748,880
261749,955
261750,66
261751,652
261752,410
261753,226
261754,228
261755,144
261756,1012
261757,882
261758,540
261759,612
261760,175
261761,1118
261762,989
261763,700
261764,805
261765,597
261766,19
261767,13
261768,8
261769,8
261770,6
261771,39
261772,31
261773,17
261774,18
261775,6
261776,42
261777,36
261778,22
261779,24
261780,191
261781,1139
261782,1002
261783,710
261784,800
261785,369
261786,2022
261787,1628
261788,1083
261789,1109
261790,528
261791,2277
261792,1880
261793,1207
261794,1269
261795,97
261796,946
261797,796
261798,414
261799,473
261800,235
261801,1514
261802,1259
261803,839
261804,935
261805,321
261806,1737
261807,1391
261808,976
261809,1030
261810,590
261811,847
261812,688
261813,392
261814,382
261815,234
261816,1316
261817,1075
261818,781
261819,851
261820,253
261821,1493
261822,1215
261823,886
261824,945
261825,81
261826,845
261827,676
261828,337
261829,356
261830,202
261831,1312
261832,1061
261833,769
261834,851
261835,236
261836,1500
261837,1204
261838,870
261839,951
261840,67
261841,636
261842,392
261843,229
261844,226
261845,146
261846,1014
261847,875
261848,511
261849,598
261850,176
261851,1113
261852,985
261853,672
261854,789
261855,597
261856,18
261857,13
261858,8
261859,8
261860,6
261861,39
261862,30
261863,16
261864,18
261865,6
261866,42
261867,36
261868,20
261869,23
261870,195
261871,1144
261872,993
261873,692
261874,786
261875,355
261876,2022
261877,1632
261878,1079
261879,1101
261880,481
261881,2278
261882,1890
261883,1202
261884,1287
261885,96
261886,939
261887,769
261888,407
261889,439
261890,233
261891,1529
261892,1259
261893,834
261894,930
261895,305
261896,1757
261897,1401
261898,974
261899,1024
261900,591
261901,839
261902,681
261903,380
261904,363
261905,232
261906,1301
261907,1071
261908,773
261909,843
261910,248
261911,1471
261912,1203
261913,875
261914,936
261915,81
261916,832
261917,656
261918,322
261919,329
261920,199
261921,1302
261922,1061
261923,754
261924,835
261925,234
261926,1484
261927,1199
261928,856
261929,936
261930,67
261931,624
261932,386
261933,225
261934,224
261935,145
261936,1009
261937,855
261938,500
261939,559
261940,173
261941,1111
261942,975
261943,661
261944,750
261945,597
261946,18
261947,12
261948,8
261949,7
261950,6
261951,38
261952,29
261953,16
261954,17
261955,6
261956,41
261957,35
261958,19
261959,22
261960,188
261961,1138
261962,989
261963,683
261964,764
261965,346
261966,2004
261967,1626
261968,1076
261969,1097
261970,450
261971,2250
261972,1869
261973,1188
261974,1278
261975,96
261976,928
261977,748
261978,386
261979,415
261980,231
261981,1518
261982,1251
261983,820
261984,912
261985,281
261986,1733
261987,1388
261988,967
261989,1018
261990,594
261991,828
261992,667
261993,378
261994,369
261995,233
261996,1301
261997,1071
261998,761
261999,832
262000,250
262001,1470
262002,1196
262003,862
262004,929
262005,81
262006,829
262007,642
262008,317
262009,333
262010,201
262011,1302
262012,1060
262013,750
262014,827
262015,236
262016,1480
262017,1197
262018,850
262019,927
262020,66
262021,616
262022,385
262023,225
262024,225
262025,146
262026,1005
262027,850
262028,495
262029,563
262030,175
262031,1105
262032,967
262033,649
262034,742
262035,597
262036,18
262037,13
262038,8
262039,8
262040,6
262041,39
262042,30
262043,16
262044,17
262045,6
262046,41
262047,36
262048,20
262049,23
262050,191
262051,1141
262052,989
262053,675
262054,759
262055,344
262056,2006
262057,1638
262058,1069
262059,1097
262060,444
262061,2246
262062,1872
262063,1179
262064,1261
262065,97
262066,926
262067,751
262068,373
262069,415
262070,232
262071,1515
262072,1255
262073,812
262074,904
262075,288
262076,1729
262077,1385
262078,960
262079,1012
262080,596
262081,880
262082,727
262083,419
262084,428
262085,240
262086,1344
262087,1097
262088,791
262089,862
262090,300
262091,1520
262092,1248
262093,896
262094,961
262095,84
262096,881
262097,702
262098,363
262099,406
262100,213
262101,1340
262102,1086
262103,782
262104,867
262105,250
262106,1525
262107,1240
262108,890
262109,962
262110,67
262111,661
262112,417
262113,232
262114,232
262115,150
262116,1028
262117,887
262118,551
262119,625
262120,184
262121,1145
262122,997
262123,704
262124,803
262125,598
262126,19
262127,14
262128,8
262129,8
262130,6
262131,39
262132,31
262133,18
262134,18
262135,6
262136,42
262137,37
262138,23
262139,25
262140,205
262141,1173
262142,1012
262143,733
262144,814
262145,368
262146,2066
262147,1690
262148,1092
262149,1127
262150,524
262151,2306
262152,1928
262153,1220
262154,1300
262155,100
262156,967
262157,814
262158,425
262159,485
262160,241
262161,1566
262162,1285
262163,851
262164,946
262165,340
262166,1781
262167,1429
262168,991
262169,1044
262170,596
262171,945
262172,796
262173,469
262174,496
262175,251
262176,1429
262177,1180
262178,863
262179,918
262180,349
262181,1646
262182,1339
262183,975
262184,1001
262185,93
262186,950
262187,788
262188,403
262189,462
262190,233
262191,1431
262192,1178
262193,850
262194,917
262195,306
262196,1641
262197,1332
262198,965
262199,992
262200,69
262201,718
262202,489
262203,255
262204,260
262205,171
262206,1096
262207,953
262208,621
262209,731
262210,204
262211,1285
262212,1047
262213,788
262214,852
262215,599
262216,20
262217,15
262218,9
262219,8
262220,6
262221,42
262222,36
262223,19
262224,21
262225,6
262226,44
262227,40
262228,25
262229,26
262230,218
262231,1259
262232,1060
262233,810
262234,846
262235,475
262236,2203
262237,1834
262238,1178
262239,1214
262240,664
262241,2483
262242,2080
262243,1336
262244,1415
262245,106
262246,1029
262247,869
262248,475
262249,529
262250,269
262251,1679
262252,1349
262253,938
262254,984
262255,381
262256,1922
262257,1551
262258,1074
262259,1112
262260,597
262261,990
262262,855
262263,542
262264,557
262265,303
262266,1528
262267,1283
262268,920
262269,968
262270,415
262271,1739
262272,1410
262273,1024
262274,1047
262275,99
262276,987
262277,842
262278,457
262279,533
262280,243
262281,1532
262282,1271
262283,907
262284,963
262285,349
262286,1738
262287,1409
262288,1011
262289,1040
262290,71
262291,799
262292,593
262293,276
262294,306
262295,182
262296,1171
262297,1001
262298,719
262299,819
262300,219
262301,1375
262302,1097
262303,841
262304,898
262305,599
262306,25
262307,18
262308,9
262309,9
262310,6
262311,43
262312,37
262313,22
262314,25
262315,6
262316,44
262317,41
262318,27
262319,30
262320,242
262321,1355
262322,1110
262323,850
262324,878
262325,572
262326,2323
262327,1944
262328,1271
262329,1314
262330,767
262331,2618
262332,2180
262333,1399
262334,1493
262335,111
262336,1088
262337,933
262338,546
262339,619
262340,329
262341,1793
262342,1447
262343,1007
262344,1047
262345,453
262346,2039
262347,1651
262348,1148
262349,1190
262350,594
262351,878
262352,728
262353,409
262354,420
262355,237
262356,1318
262357,1086
262358,802
262359,863
262360,273
262361,1494
262362,1232
262363,898
262364,956
262365,82
262366,874
262367,714
262368,357
262369,411
262370,207
262371,1314
262372,1075
262373,790
262374,868
262375,243
262376,1497
262377,1222
262378,891
262379,962
262380,67
262381,665
262382,423
262383,228
262384,230
262385,146
262386,1019
262387,893
262388,558
262389,629
262390,178
262391,1129
262392,994
262393,719
262394,815
262395,597
262396,19
262397,13
262398,8
262399,8
262400,6
262401,39
262402,31
262403,17
262404,18
262405,6
262406,42
262407,36
262408,22
262409,24
262410,195
262411,1147
262412,1010
262413,727
262414,810
262415,378
262416,2033
262417,1639
262418,1090
262419,1117
262420,547
262421,2291
262422,1892
262423,1216
262424,1280
262425,97
262426,952
262427,805
262428,429
262429,486
262430,237
262431,1525
262432,1265
262433,849
262434,943
262435,337
262436,1751
262437,1402
262438,984
262439,1036
262440,589
262441,854
262442,703
262443,406
262444,398
262445,236
262446,1325
262447,1081
262448,791
262449,859
262450,260
262451,1507
262452,1226
262453,894
262454,952
262455,83
262456,855
262457,693
262458,346
262459,374
262460,205
262461,1321
262462,1068
262463,776
262464,859
262465,239
262466,1514
262467,1216
262468,882
262469,957
262470,67
262471,647
262472,403
262473,230
262474,228
262475,148
262476,1020
262477,885
262478,522
262479,616
262480,180
262481,1125
262482,991
262483,687
262484,800
262485,597
262486,18
262487,13
262488,8
262489,8
262490,6
262491,39
262492,30
262493,17
262494,18
262495,6
262496,42
262497,36
262498,20
262499,24
262500,198
262501,1150
262502,999
262503,713
262504,798
262505,362
262506,2034
262507,1644
262508,1086
262509,1108
262510,496
262511,2291
262512,1903
262513,1212
262514,1297
262515,97
262516,948
262517,779
262518,417
262519,451
262520,236
262521,1542
262522,1265
262523,843
262524,938
262525,322
262526,1771
262527,1413
262528,982
262529,1030
262530,590
262531,845
262532,694
262533,392
262534,374
262535,234
262536,1310
262537,1077
262538,782
262539,850
262540,253
262541,1483
262542,1214
262543,882
262544,943
262545,82
262546,840
262547,672
262548,331
262549,345
262550,202
262551,1311
262552,1068
262553,764
262554,843
262555,236
262556,1497
262557,1210
262558,864
262559,944
262560,68
262561,632
262562,394
262563,227
262564,226
262565,146
262566,1015
262567,864
262568,509
262569,579
262570,177
262571,1121
262572,982
262573,677
262574,769
262575,597
262576,18
262577,13
262578,8
262579,8
262580,6
262581,39
262582,29
262583,16
262584,17
262585,6
262586,42
262587,35
262588,19
262589,22
262590,192
262591,1145
262592,996
262593,701
262594,779
262595,353
262596,2014
262597,1638
262598,1083
262599,1105
262600,463
262601,2264
262602,1881
262603,1196
262604,1289
262605,97
262606,937
262607,759
262608,394
262609,428
262610,233
262611,1530
262612,1258
262613,829
262614,922
262615,300
262616,1746
262617,1399
262618,975
262619,1024
262620,594
262621,836
262622,680
262623,387
262624,382
262625,235
262626,1310
262627,1078
262628,771
262629,841
262630,255
262631,1483
262632,1207
262633,869
262634,937
262635,82
262636,838
262637,658
262638,325
262639,348
262640,204
262641,1312
262642,1067
262643,761
262644,835
262645,238
262646,1492
262647,1208
262648,858
262649,936
262650,67
262651,626
262652,393
262653,227
262654,228
262655,147
262656,1011
262657,858
262658,509
262659,582
262660,179
262661,1117
262662,973
262663,665
262664,759
262665,597
262666,18
262667,13
262668,8
262669,8
262670,6
262671,39
262672,30
262673,16
262674,18
262675,6
262676,42
262677,36
262678,20
262679,23
262680,194
262681,1148
262682,995
262683,691
262684,774
262685,350
262686,2018
262687,1650
262688,1076
262689,1104
262690,460
262691,2257
262692,1884
262693,1189
262694,1274
262695,98
262696,935
262697,763
262698,381
262699,428
262700,234
262701,1526
262702,1261
262703,822
262704,913
262705,308
262706,1740
262707,1396
262708,969
262709,1019
262710,596
262711,890
262712,739
262713,429
262714,440
262715,242
262716,1353
262717,1104
262718,799
262719,869
262720,313
262721,1532
262722,1258
262723,905
262724,967
262725,85
262726,891
262727,717
262728,373
262729,421
262730,216
262731,1351
262732,1094
262733,790
262734,875
262735,259
262736,1537
262737,1251
262738,900
262739,968
262740,67
262741,675
262742,427
262743,236
262744,236
262745,151
262746,1034
262747,898
262748,569
262749,641
262750,187
262751,1156
262752,1003
262753,719
262754,814
262755,598
262756,19
262757,14
262758,8
262759,8
262760,6
262761,39
262762,31
262763,18
262764,19
262765,6
262766,42
262767,37
262768,23
262769,25
262770,209
262771,1182
262772,1017
262773,749
262774,824
262775,377
262776,2077
262777,1701
262778,1098
262779,1135
262780,547
262781,2319
262782,1939
262783,1229
262784,1312
262785,101
262786,973
262787,824
262788,440
262789,501
262790,244
262791,1576
262792,1292
262793,862
262794,952
262795,352
262796,1792
262797,1440
262798,998
262799,1050
262800,596
262801,952
262802,804
262803,482
262804,509
262805,258
262806,1441
262807,1192
262808,869
262809,924
262810,361
262811,1658
262812,1347
262813,982
262814,1005
262815,94
262816,958
262817,798
262818,416
262819,477
262820,236
262821,1443
262822,1189
262823,858
262824,924
262825,316
262826,1653
262827,1341
262828,975
262829,997
262830,69
262831,734
262832,505
262833,259
262834,271
262835,175
262836,1105
262837,963
262838,634
262839,749
262840,208
262841,1295
262842,1054
262843,800
262844,859
262845,599
262846,20
262847,16
262848,9
262849,8
262850,6
262851,42
262852,36
262853,19
262854,21
262855,6
262856,44
262857,40
262858,25
262859,27
262860,222
262861,1271
262862,1065
262863,822
262864,853
262865,491
262866,2216
262867,1846
262868,1189
262869,1225
262870,683
262871,2500
262872,2091
262873,1345
262874,1427
262875,107
262876,1035
262877,879
262878,486
262879,542
262880,283
262881,1693
262882,1359
262883,948
262884,989
262885,390
262886,1936
262887,1563
262888,1080
262889,1118
262890,597
262891,995
262892,862
262893,551
262894,569
262895,320
262896,1540
262897,1293
262898,929
262899,972
262900,424
262901,1754
262902,1420
262903,1031
262904,1053
262905,101
262906,994
262907,851
262908,469
262909,548
262910,247
262911,1545
262912,1281
262913,917
262914,968
262915,359
262916,1752
262917,1420
262918,1017
262919,1045
262920,71
262921,808
262922,616
262923,286
262924,316
262925,185
262926,1182
262927,1007
262928,737
262929,827
262930,222
262931,1385
262932,1106
262933,847
262934,907
262935,599
262936,26
262937,18
262938,9
262939,9
262940,6
262941,43
262942,37
262943,22
262944,25
262945,6
262946,44
262947,41
262948,28
262949,30
262950,248
262951,1364
262952,1116
262953,854
262954,884
262955,592
262956,2337
262957,1955
262958,1280
262959,1325
262960,778
262961,2635
262962,2193
262963,1411
262964,1507
262965,112
262966,1096
262967,941
262968,559
262969,634
262970,341
262971,1806
262972,1458
262973,1013
262974,1053
262975,465
262976,2052
262977,1665
262978,1157
262979,1197
262980,516
262981,809
262982,590
262983,236
262984,392
262985,210
262986,1192
262987,1011
262988,640
262989,837
262990,230
262991,1354
262992,1116
262993,771
262994,910
262995,72
262996,760
262997,553
262998,225
262999,321
263000,175
263001,1169
263002,972
263003,591
263004,807
263005,211
263006,1330
263007,1092
263008,738
263009,886
263010,66
263011,483
263012,326
263013,176
263014,222
263015,137
263016,945
263017,829
263018,341
263019,546
263020,155
263021,1037
263022,906
263023,482
263024,720
263025,594
263026,18
263027,10
263028,7
263029,8
263030,6
263031,37
263032,28
263033,14
263034,19
263035,6
263036,41
263037,33
263038,18
263039,23
263040,159
263041,1050
263042,907
263043,446
263044,687
263045,282
263046,1793
263047,1427
263048,925
263049,1058
263050,351
263051,2045
263052,1661
263053,1028
263054,1183
263055,82
263056,910
263057,727
263058,251
263059,433
263060,210
263061,1375
263062,1147
263063,733
263064,904
263065,240
263066,1558
263067,1297
263068,867
263069,991
263070,523
263071,792
263072,581
263073,234
263074,375
263075,204
263076,1192
263077,993
263078,619
263079,822
263080,224
263081,1359
263082,1111
263083,760
263084,898
263085,72
263086,743
263087,536
263088,221
263089,308
263090,173
263091,1163
263092,960
263093,582
263094,797
263095,203
263096,1334
263097,1084
263098,733
263099,874
263100,66
263101,467
263102,320
263103,177
263104,220
263105,137
263106,935
263107,822
263108,343
263109,532
263110,153
263111,1026
263112,896
263113,471
263114,709
263115,595
263116,17
263117,10
263118,7
263119,8
263120,6
263121,36
263122,27
263123,14
263124,18
263125,6
263126,40
263127,32
263128,17
263129,22
263130,157
263131,1042
263132,899
263133,430
263134,673
263135,269
263136,1808
263137,1431
263138,923
263139,1052
263140,338
263141,2050
263142,1668
263143,1014
263144,1167
263145,82
263146,900
263147,712
263148,244
263149,409
263150,207
263151,1379
263152,1145
263153,719
263154,890
263155,230
263156,1563
263157,1305
263158,852
263159,981
263160,531
263161,781
263162,566
263163,232
263164,354
263165,203
263166,1183
263167,981
263168,609
263169,806
263170,220
263171,1350
263172,1098
263173,753
263174,892
263175,71
263176,740
263177,522
263178,219
263179,294
263180,173
263181,1152
263182,949
263183,570
263184,784
263185,202
263186,1322
263187,1067
263188,729
263189,869
263190,66
263191,456
263192,311
263193,175
263194,219
263195,137
263196,926
263197,818
263198,339
263199,519
263200,154
263201,1014
263202,893
263203,462
263204,700
263205,598
263206,16
263207,10
263208,7
263209,8
263210,6
263211,36
263212,26
263213,13
263214,18
263215,6
263216,40
263217,32
263218,17
263219,21
263220,153
263221,1027
263222,889
263223,424
263224,661
263225,272
263226,1794
263227,1410
263228,921
263229,1041
263230,339
263231,2033
263232,1649
263233,1006
263234,1157
263235,81
263236,897
263237,701
263238,242
263239,383
263240,208
263241,1367
263242,1134
263243,719
263244,888
263245,229
263246,1543
263247,1292
263248,852
263249,971
263250,529
263251,788
263252,572
263253,231
263254,351
263255,204
263256,1197
263257,996
263258,615
263259,811
263260,221
263261,1357
263262,1108
263263,762
263264,897
263265,71
263266,748
263267,527
263268,212
263269,288
263270,170
263271,1165
263272,957
263273,575
263274,791
263275,199
263276,1330
263277,1079
263278,738
263279,877
263280,65
263281,452
263282,315
263283,169
263284,213
263285,136
263286,925
263287,822
263288,338
263289,530
263290,152
263291,1021
263292,894
263293,470
263294,708
263295,597
263296,16
263297,10
263298,7
263299,8
263300,6
263301,36
263302,27
263303,13
263304,17
263305,6
263306,40
263307,33
263308,17
263309,21
263310,152
263311,1042
263312,897
263313,412
263314,653
263315,279
263316,1774
263317,1408
263318,924
263319,1048
263320,340
263321,2014
263322,1632
263323,1020
263324,1164
263325,81
263326,901
263327,711
263328,238
263329,369
263330,204
263331,1374
263332,1149
263333,729
263334,902
263335,228
263336,1540
263337,1302
263338,862
263339,987
263340,580
263341,834
263342,630
263343,235
263344,387
263345,215
263346,1245
263347,1039
263348,677
263349,854
263350,233
263351,1383
263352,1149
263353,810
263354,931
263355,72
263356,803
263357,591
263358,224
263359,309
263360,181
263361,1208
263362,1007
263363,651
263364,830
263365,216
263366,1360
263367,1119
263368,779
263369,906
263370,65
263371,507
263372,338
263373,179
263374,222
263375,138
263376,950
263377,841
263378,364
263379,605
263380,159
263381,1054
263382,916
263383,538
263384,749
263385,595
263386,17
263387,10
263388,7
263389,8
263390,6
263391,37
263392,29
263393,14
263394,18
263395,6
263396,41
263397,34
263398,18
263399,22
263400,167
263401,1082
263402,936
263403,457
263404,701
263405,299
263406,1817
263407,1455
263408,960
263409,1078
263410,378
263411,2052
263412,1696
263413,1058
263414,1205
263415,86
263416,932
263417,761
263418,256
263419,417
263420,217
263421,1407
263422,1192
263423,767
263424,930
263425,246
263426,1580
263427,1329
263428,891
263429,1021
263430,526
263431,897
263432,712
263433,255
263434,451
263435,216
263436,1332
263437,1079
263438,732
263439,886
263440,235
263441,1461
263442,1231
263443,847
263444,960
263445,78
263446,863
263447,672
263448,235
263449,351
263450,193
263451,1301
263452,1050
263453,707
263454,863
263455,225
263456,1434
263457,1192
263458,823
263459,928
263460,65
263461,612
263462,377
263463,193
263464,238
263465,147
263466,1008
263467,873
263468,439
263469,696
263470,177
263471,1137
263472,948
263473,618
263474,815
263475,594
263476,19
263477,13
263478,7
263479,8
263480,6
263481,41
263482,32
263483,16
263484,21
263485,6
263486,43
263487,38
263488,20
263489,26
263490,167
263491,1125
263492,951
263493,548
263494,773
263495,316
263496,2003
263497,1617
263498,991
263499,1142
263500,452
263501,2212
263502,1880
263503,1108
263504,1301
263505,93
263506,972
263507,820
263508,321
263509,497
263510,225
263511,1502
263512,1281
263513,831
263514,959
263515,283
263516,1721
263517,1401
263518,921
263519,1084
263520,570
263521,929
263522,785
263523,317
263524,522
263525,227
263526,1379
263527,1135
263528,798
263529,916
263530,261
263531,1538
263532,1307
263533,890
263534,992
263535,87
263536,901
263537,736
263538,270
263539,400
263540,207
263541,1354
263542,1112
263543,770
263544,887
263545,237
263546,1507
263547,1274
263548,862
263549,962
263550,67
263551,697
263552,440
263553,209
263554,251
263555,155
263556,1055
263557,908
263558,514
263559,750
263560,186
263561,1204
263562,984
263563,710
263564,847
263565,592
263566,22
263567,15
263568,7
263569,9
263570,6
263571,42
263572,35
263573,19
263574,23
263575,6
263576,44
263577,40
263578,22
263579,28
263580,185
263581,1179
263582,992
263583,593
263584,812
263585,345
263586,2084
263587,1719
263588,1047
263589,1192
263590,526
263591,2296
263592,1975
263593,1158
263594,1366
263595,99
263596,1012
263597,867
263598,375
263599,566
263600,236
263601,1590
263602,1332
263603,874
263604,1005
263605,320
263606,1828
263607,1473
263608,971
263609,1141
263610,527
263611,802
263612,577
263613,235
263614,385
263615,209
263616,1188
263617,1007
263618,630
263619,831
263620,228
263621,1353
263622,1113
263623,763
263624,907
263625,72
263626,754
263627,542
263628,223
263629,315
263630,172
263631,1166
263632,969
263633,578
263634,801
263635,208
263636,1329
263637,1089
263638,731
263639,884
263640,66
263641,471
263642,322
263643,174
263644,220
263645,137
263646,943
263647,825
263648,338
263649,537
263650,153
263651,1035
263652,903
263653,471
263654,715
263655,595
263656,17
263657,10
263658,7
263659,8
263660,6
263661,36
263662,28
263663,14
263664,19
263665,6
263666,41
263667,33
263668,18
263669,23
263670,157
263671,1048
263672,905
263673,436
263674,682
263675,279
263676,1789
263677,1423
263678,923
263679,1056
263680,345
263681,2042
263682,1655
263683,1026
263684,1179
263685,82
263686,909
263687,723
263688,247
263689,425
263690,207
263691,1372
263692,1143
263693,730
263694,902
263695,236
263696,1553
263697,1296
263698,866
263699,990
263700,533
263701,785
263702,570
263703,233
263704,365
263705,204
263706,1187
263707,989
263708,608
263709,817
263710,223
263711,1358
263712,1108
263713,753
263714,896
263715,72
263716,737
263717,525
263718,219
263719,300
263720,170
263721,1160
263722,957
263723,571
263724,792
263725,201
263726,1333
263727,1081
263728,725
263729,873
263730,66
263731,458
263732,316
263733,176
263734,218
263735,136
263736,933
263737,818
263738,340
263739,522
263740,151
263741,1024
263742,893
263743,458
263744,704
263745,596
263746,17
263747,10
263748,7
263749,8
263750,6
263751,36
263752,27
263753,14
263754,18
263755,6
263756,40
263757,32
263758,17
263759,22
263760,155
263761,1039
263762,896
263763,424
263764,667
263765,267
263766,1803
263767,1427
263768,921
263769,1049
263770,333
263771,2047
263772,1662
263773,1012
263774,1164
263775,82
263776,898
263777,708
263778,241
263779,401
263780,204
263781,1376
263782,1141
263783,717
263784,889
263785,228
263786,1558
263787,1303
263788,850
263789,979
263790,541
263791,774
263792,557
263793,231
263794,347
263795,202
263796,1179
263797,977
263798,600
263799,800
263800,219
263801,1348
263802,1094
263803,746
263804,891
263805,71
263806,735
263807,515
263808,217
263809,287
263810,170
263811,1151
263812,946
263813,560
263814,778
